Date,Real,Pred
2024-05-08,34.439998626708984,34.46309517682532
2024-05-09,33.939998626708984,33.96208762579784
2024-05-10,30.579999923706055,30.581794940978167
2024-05-13,29.200000762939453,29.19976738227584
2024-05-14,29.139999389648438,29.138446480565694
2024-05-15,29.139999389648438,29.13712952178092
2024-05-16,29.84000015258789,29.83927568517952
2024-05-17,30.18000030517578,30.18077632582851
2024-05-20,30.200000762939453,30.201356523393514
2024-05-21,29.440000534057617,29.437007371650488
2024-05-22,29.440000534057617,29.43625603806641
2024-05-23,29.1200008392334,29.114049134033525
2024-05-24,29.18000030517578,29.173680186012763
2024-05-27,28.399999618530273,28.38901773624853
2024-05-28,28.260000228881836,28.249522133418203
2024-05-29,27.520000457763672,27.503570121328284
2024-05-30,27.540000915527344,27.522502271923518
2024-05-31,27.5,27.481621373583867
2024-06-03,27.479999542236328,27.464196235542346
2024-06-04,27.860000610351562,27.84328168893865
2024-06-05,26.959999084472656,26.93832460373286
2024-06-06,26.799999237060547,26.777141872573942
2024-06-07,26.520000457763672,26.49538944705252
2024-06-10,26.6200008392334,26.595145051785092
2024-06-11,26.899999618530273,26.876466003912682
2024-06-12,26.84000015258789,26.816576297821474
2024-06-13,27.5,27.48047624357519
2024-06-14,27.360000610351562,27.340984412306597
2024-06-20,27.6200008392334,27.60273624005865
2024-06-21,27.899999618530273,27.884844822304576
2024-06-24,27.940000534057617,27.926030383734183
2024-06-25,27.260000228881836,27.24223013238507
2024-06-26,26.579999923706055,26.55937160295285
2024-06-27,27.299999237060547,27.28221365632759
2024-06-28,26.81999969482422,26.800980537514494
2024-07-01,26.5,26.47961376866495
2024-07-02,27.1200008392334,27.10225535949356
2024-07-03,26.860000610351562,26.841819623728536
2024-07-04,27.040000915527344,27.02263779936097
2024-07-05,27.0,26.982791122915028
2024-07-08,27.31999969482422,27.30469417173999
2024-07-09,27.100000381469727,27.08421212804418
2024-07-10,27.600000381469727,27.58704393105098
2024-07-11,28.020000457763672,28.009596554415367
2024-07-12,27.780000686645508,27.76951806388879
2024-07-16,27.639999389648438,27.629167486228752
2024-07-17,27.920000076293945,27.910814646444138
2024-07-18,28.1200008392334,28.112496190813765
2024-07-19,27.65999984741211,27.650276621343234
2024-07-22,28.15999984741211,28.15280252130728
2024-07-23,28.479999542236328,28.474839189648364
2024-07-24,28.0,27.99294343564172
2024-07-25,27.3799991607666,27.370146780478343
2024-07-26,27.1200008392334,27.108476604696445
2024-07-29,26.5,26.485740221146624
2024-07-30,26.5,26.484670040679493
2024-07-31,26.5,26.484000041499993
2024-08-01,26.979999542236328,26.966492267836937
2024-08-02,26.760000228881836,26.74601205335038
2024-08-05,25.600000381469727,25.580740854212564
2024-08-06,25.600000381469727,25.57979438573658
2024-08-07,25.959999084472656,25.940569411817133
2024-08-08,26.100000381469727,26.081147461231158
2024-08-09,25.600000381469727,25.579354825367766
2024-08-12,25.6200008392334,25.59880142999403
2024-08-13,25.719999313354492,25.699313188360566
2024-08-14,26.0,25.980772376149925
2024-08-15,26.3799991607666,26.362917713648955
2024-08-16,26.1200008392334,26.101920685044135
2024-08-19,26.719999313354492,26.705434015441764
2024-08-20,26.059999465942383,26.04311477262076
2024-08-21,26.0,25.98268535297955
2024-08-22,26.0,25.982030837779106
2024-08-23,25.81999969482422,25.80123568034063
2024-08-26,25.739999771118164,25.720984338061456
2024-08-27,25.719999313354492,25.700468668432183
2024-08-28,25.700000762939453,25.680266298931773
2024-08-29,25.84000015258789,25.81924756775981
2024-09-02,26.139999389648438,26.122871343065853
2024-09-03,26.1200008392334,27.767846919011753
2024-09-05,27.020000457763672,27.0076956784451
2024-09-06,26.479999542236328,26.466323312781356
2024-09-09,26.1200008392334,26.10540774080241
2024-09-10,26.100000381469727,26.08473863835464
2024-09-11,26.040000915527344,26.0244085934157
2024-09-12,26.1200008392334,26.10514774576374
2024-09-13,26.6200008392334,26.607699810160344
2024-09-16,26.280000686645508,26.26688695312027
2024-09-17,26.559999465942383,26.54795431334144
2024-09-18,26.100000381469727,26.086110340537907
2024-09-19,26.440000534057617,26.427511675530077
2024-09-20,26.3799991607666,26.367687006076046
2024-09-23,26.920000076293945,26.90995820127035
2024-09-24,26.559999465942383,26.549809086552514
2024-09-25,26.299999237060547,26.288052768359417
2024-09-26,26.299999237060547,26.28788012519731
2024-09-27,26.399999618530273,26.38830130042423
2024-09-30,26.299999237060547,26.28783170648561
2024-10-01,26.34000015258789,26.32966566628553
2024-10-02,26.200000762939453,26.187183432311276
2024-10-03,26.5,26.49200893615803
2024-10-04,26.68000030517578,26.6741635137772
2024-10-07,26.81999969482422,26.815664849871382
2024-10-08,26.65999984741211,26.653605021768637
2024-10-09,26.540000915527344,26.534285810602114
2024-10-10,26.739999771118164,26.736499494393126
2024-10-11,27.200000762939453,27.199459993018014
2024-10-14,24.639999389648438,24.61324576840561
2024-10-15,24.84000015258789,24.813501444604523
2024-10-16,24.860000610351562,24.833294847318317
2024-10-17,25.219999313354492,25.19303467637154
2024-10-18,25.239999771118164,25.213730859633202
2024-10-21,25.1200008392334,25.093859258741663
2024-10-22,25.260000228881836,25.23434900885989
2024-10-23,24.700000762939453,24.672246373261153
2024-10-24,24.979999542236328,24.953174503012534
2024-10-25,24.860000610351562,24.83296682042474
2024-10-28,24.739999771118164,24.712564521589563
2024-10-30,24.860000610351562,24.83214872348919
2024-10-31,24.579999923706055,24.551918027041882
2024-11-01,24.280000686645508,24.250779086025304
2024-11-04,23.479999542236328,23.449684277536374
2024-11-05,23.540000915527344,23.50826248304926
2024-11-06,23.979999542236328,23.949763085498642
2024-11-07,23.8799991607666,23.849817334814308
2024-11-08,24.100000381469727,24.069761213901906
2024-11-11,24.68000030517578,24.651954128902716
2024-11-12,23.700000762939453,23.668366666643706
2024-11-13,23.559999465942383,23.529333460825725
2024-11-14,23.579999923706055,23.549112459653905
2024-11-15,23.739999771118164,23.709329117250945
2024-11-18,24.100000381469727,24.07030470822171
2024-11-19,23.6200008392334,23.589529217566856
2024-11-20,23.079999923706055,23.04869357787094
2024-11-21,23.739999771118164,23.71007654816451
2024-11-22,23.84000015258789,23.810369172860927
2024-11-25,24.100000381469727,24.071023098586867
2024-11-26,24.139999389648438,24.11158698421563
2024-11-27,24.260000228881836,24.230825783126594
2024-11-28,23.940000534057617,23.9112401148332
2024-11-29,24.020000457763672,23.991768177505673
